분류,시설명,행정동
간이운동장,별장길어린이공원,시흥제1동
간이운동장,복사꽃어린이공원,공덕동
간이운동장,봉산도시자연공원,구산동
간이운동장,새나라어린이공원,공릉1동
간이운동장,새누리어린이공원,상암동
간이운동장,새동네어린이공원,도봉제1동
간이운동장,새락골어린이공원,신사제1동
간이운동장,새장골어린이공원,불광제1동
간이운동장,생잇들어린이공원,방학제1동
간이운동장,서강나루문화공원,서강동
간이운동장,서일문화체육센터,서초1동
간이운동장,서초구민체육센터,반포본동
간이운동장,성황당어린이공원,성산제1동
축구장,송파구여성축구장,방이1동
간이운동장,수서은행나무공원,일원본동
테니스장,시민의숲테니스장,양재1동
체육관,신도림생활체육관,신도림동
간이운동장,신동문화체육센터,잠원동
간이운동장,신사은행나무공원,신사제1동
간이운동장,싸리고개근린공원,도곡1동
간이운동장,싸리고개마을마당,도곡1동
간이운동장,쌍둥이어린이공원,성산제1동
간이운동장,아래방죽마을공원,세곡동
간이운동장,어린이야구연습장,구로제1동
간이운동장,언남문화체육센터,양재1동
간이운동장,역삼은행나무공원,역삼1동
간이운동장,염창월드메르디앙,염창동
간이운동장,염창한화꿈에그린,염창동
간이운동장,옹달샘어린이공원,망원제1동
간이운동장,외주목어린이공원,성산제1동
간이운동장,외천주민운동시설,종로1·2·3·4가동
체육관,용산문화체육센터,원효로제1동
체육관,용산청소년수련관,이촌제1동
간이운동장,우장산힐스테이트,발산제1동
체육관,은평다목적체육관,진관동
간이운동장,은하수어린이공원,월계1동
체육관,이문체육문화센터,이문제1동
간이운동장,인라인스케이트장,신도림동
간이운동장,잔다리어린이공원,서교동
축구장,잠실어울림축구장,잠실본동
체육관,중곡문화체육센터,중곡제1동
간이운동장,중동소어린이공원,성산제2동
간이운동장,증산생활체육광장,증산동
간이운동장,진관생활체육광장,진관동
간이운동장,참다래어린이공원,응암제1동
테니스장,창동시립테니스장,창제1동
간이운동장,채송화어린이공원,상계1동
간이운동장,청담은행나무공원,청담동
간이운동장,포수동어린이공원,응암제1동
간이운동장,한마음어린이공원,망원제1동
체육관,강북웰빙스포츠센터,번1동
축구장,고척근린공원운동장,고척제1동
전천후게이트볼장,구로실내게이트볼장,구로제1동
간이운동장,느티나무어린이공원,시흥제1동
간이운동장,느티나무어린이공원,연남동
체육관,동대문구민체육센타,장안제1동
테니스장,뚝섬서울숲테니스장,성수1가제1동
체육관,마곡실내배드민턴장,가양제1동
축구장,마들근린공원축구장,상계1동
간이운동장,망원유수지체육시설,망원제1동
간이운동장,반포운동장체육센터,반포본동
간이운동장,방배배수지체육공원,서초3동
테니스장,보라매공원테니스장,신대방제1동
간이운동장,부엉바위어린이공원,상암동
간이운동장,북악산도시자연공원,성북동
간이운동장,북한산도시자연공원,녹번동
간이운동장,북한산도시자연공원,정릉제1동
수영장,사당문화회관수영장,사당제1동
간이운동장,삼성서초가든스위트,서초1동
간이운동장,서오능도시자연공원,진관동
수영장,신림체육센터수영장,서원동
간이운동장,압구정은행나무공원,신사동
간이운동장,양재근린공원축구장,양재1동
축구장,우장산인조잔디구장,화곡제1동
간이운동장,윗잔다리어린이공원,서교동
간이운동장,은행나무어린이공원,연남동
간이운동장,은행나무어린이공원,창제1동
육상경기장,잠실올림픽주경기장,잠실본동
체육관,창동실내배드민턴장,창제1동
테니스장,계남근린공원테니스장,신수동
테니스장,고척근린공원테니스장,고척제1동
체육관,관악구민종합체육센터,보라매동
수영장,마곡레포츠센터수영장,종암동
테니스장,마들근린공원테니스장,상계1동
간이운동장,삼성은행나무근린공원,삼성1동
수영장,서대문체육회관수영장,홍은제1동
체육관,서대문체육회관체육관,홍은제1동
간이운동장,아차산배수지체육공원,구의제1동
간이운동장,아카시아배드민턴상부,독산제1동
축구장,초안산근린공원축구장,월계1동
체육관,초안산실내배드민턴장,창제1동
축구장,초안산인조잔디축구장,창제1동
간이운동장,아차산배수지체육공원 인조잔디축구장,구의제1동
간이운동장,아차산배수지체육공원(다목적구장-족구),구의제1동
수영장,개운산스포츠센터수영장,종암동
수영장,광진구민체육센터수영장,광장동
수영장,광진문화예술회관수영장,자양제1동
체육관,광진문화예술회관체육관,자양제1동
수영장,구로구민체육센터수영장,고척제1동
수영장,노원구민체육센터수영장,중계본동
수영장,동작구민체육센터수영장,신대방제1동
승마장,부산경남경마공원승마장,성수1가제1동
간이운동장,부암동청사주변체육시설,부암동
축구장,서대문돌산인조잔디구장,홍은제1동
수영장,서초구민체육센터수영장,반포본동
수영장,신도림생활체육관수영장,신도림동
간이운동장,아현초등학교앞체육시설,아현동
수영장,양천구민체육센터수영장,신수동
수영장,역삼청소년수련관수영장,사당제1동
수영장,용산청소년수련관수영장,이촌제1동
수영장,은평구민체육센터수영장,진관동
수영장,중곡문화체육센터수영장,중곡제1동
수영장,창동시립체육센터수영장,창제1동
테니스장,초안산근린공원테니스장,월계1동
수영장,갈월종합사회복지관수영장,남영동
체육관,갈월종합사회복지관체육관,남영동
수영장,강북웰빙스포츠센터수영장,번1동
수영장,공항동문화체육센터수영장,공항동
수영장,궁동종합사회복지관수영장,수궁동
야구장,불암산종합스타디움야구장,공릉1동
수영장,서울여성능력개발원수영장,자양제1동
체육관,서울여성능력개발원체육관,자양제1동
수영장,성북종합레포츠타운수영장,석관동
체육관,성북종합레포츠타운체육관,석관동
테니스장,은평구민체육센터테니스장,진관동
테니스장,응봉근린공원한남테니스장,한남동
수영장,효창종합사회복지관수영장,효창동
체육관,효창종합사회복지관체육관,효창동
수영장,삼각산문화예술회관수영장(구.강북구민회관수영장),수유1동
수영장,관악구민종합체육센터수영장,보라매동
골프연습장,관악구민체육센터골프연습장,보라매동
수영장,금천구민문화체육센터수영장,독산제1동
수영장,성동구민종합체육센터수영장,성수1가제1동
축구장,아차산배수지인조잔디축구장,구의제1동
기타시설,영등포스포츠클라이밍경기장,도림동
체육관,오동근린공원실내배드민턴장,번1동
골프연습장,은평구민체육센터골프연습장,진관동
수영장,충무아트홀스포츠센터수영장,진관동
골프연습장,강남스포츠문화센터골프연습장,일원본동
수영장,강서구민올림픽체육센터수영장,등촌제1동
골프연습장,구민올림픽체육센터골프연습장,등촌제1동
골프연습장,서대문구민체육회관골프연습장,홍은제1동
축구장,손기정체육공원인조잔디축구장,중림동
테니스장,응봉근린공원한남구민테니스장,한남동
간이운동장,[01]구일역 제방위(안양교방향),구로제1동
간이운동장,[02]구일역 제방위(구일역 1번출구) 옆),구로제1동
간이운동장,[03]어린이야구연습장 옆,구로제1동
간이운동장,[04]족구장B 위쪽,구로제1동
간이운동장,[05]오금교 하부,신도림동
간이운동장,[06]안양천 제방(오금교~인라인스케이트장),신도림동
간이운동장,[07]안양천 제방(오금교~신정교),신도림동
간이운동장,[08]축구장C 그늘막 옆,신도림동
간이운동장,[09]안양천 제방(축구장C 위쪽),신도림동
간이운동장,충현1,역삼1동
간이운동장,세곡동 근린공원1,세곡동
간이운동장,우이천(우이1교~번창교),창제1동
간이운동장,가로공원 (1)_남단,대치1동
간이운동장,등촌주공 1단지,등촌제1동
간이운동장,애오개쉼터(아현제1녹지),아현동
간이운동장,대치청실아파트 소공원1,대치1동
간이운동장,마곡수명산파크 1단지,발산제1동
간이운동장,말죽거리공원배드민턴장(1),서초1동
간이운동장,근린공원1호,세곡동
간이운동장,롯데캐슬1차,잠원동
간이운동장,수변공원1호,세곡동
간이운동장,염창동아1차,염창동
간이운동장,염창현대1차,염창동
간이운동장,네이처힐1단지,양재1동
간이운동장,신반포1차,반포본동
수영장,잠실제1수영장,잠실본동
간이운동장,홍제천1체육시설,부암동
간이운동장,미도1차,반포본동
간이운동장,염창1차 더하임,염창동
간이운동장,도봉1동 마을마당,도봉제1동
간이운동장,돈암1동 마을마당,동선동
간이운동장,망원1동 체육시설,망원제1동
간이운동장,송파1동 체육시설,송파1동
간이운동장,잠실1동 체육시설,잠실본동
간이운동장,풍납1동 체육시설,풍납1동
간이운동장,호암1터널상부,시흥제1동
간이운동장,반포1동주민센터,반포본동
간이운동장,방배1동주민센터,서초3동
간이운동장,서초1동주민센터,서초1동
간이운동장,양재1동주민센터,양재1동
간이운동장,[10]동양미래대학교 앞 농구장,구로제1동
간이운동장,테스트100,영등포본동
간이운동장,벽산105동(소공원),시흥제1동
간이운동장,[11]고척교 하부(고척돔구장 앞),고척제1동
간이운동장,등촌주공 11단지,등촌제1동
간이운동장,방화11단지,공항동
간이운동장,[12]신정교사거리 하부,신도림동
간이운동장,영등1공원(영등2차1호),종로1·2·3·4가동
간이운동장,[13]우성아파트 3창 앞(제방아래),신도림동
간이운동장,[14]우성아파트 2차 앞(제방위),신도림동
간이운동장,[15]도림천 농구장 제방위,신도림동
간이운동장,[16]신도림푸르지오 2차 앞,신도림동
간이운동장,[17]대림역 하부,구로제1동
간이운동장,중랑천 주공17단지 밑,창제1동
간이운동장,중랑천 주공17단지 밑,창제1동
간이운동장,[18]구로디지털단지역 하부,구로제1동
간이운동장,[19]목감교 아래,개봉제1동
간이운동장,충현2,역삼1동
간이운동장,홍연 2교 우안 하류 간이운동장,홍은제1동
간이운동장,증산 2교 하류 간이운동장,북가좌제1동
간이운동장,우장산 롯데 2차,발산제1동
간이운동장,가로공원 (2)_남단,대치1동
간이운동장,대동황토방 2차,등촌제1동
간이운동장,말죽거리공원(2),양재1동
간이운동장,대치청실아파트 소공원2,대치1동
간이운동장,마곡수명판파크 2단지,발산제1동
간이운동장,도곡진달래2단지소공원,도곡1동
간이운동장,근린공원2호,세곡동
간이운동장,롯데캐슬2차,잠원동
간이운동장,수변공원2호,세곡동
간이운동장,마동택지2호 어린이공원,혜화동
간이운동장,네이처힐2단지,양재1동
간이운동장,반포주공2공원,반포본동
간이운동장,신반포2차,잠원동
간이운동장,신반포2차앞 체련시설,잠원동
수영장,잠실제2수영장,잠실본동
간이운동장,평창동2운동장,평창동
간이운동장,한사랑2차삼성,등촌제1동
간이운동장,수서제2근린공원,일원본동
간이운동장,홍제천2체육시설,부암동
축구장,관악제2구민운동장,서원동
간이운동장,미도2차,반포본동
간이운동장,잠실2동 체육시설,잠실본동
간이운동장,장위2동 어울쉼터,장위제1동
간이운동장,종암2동 녹지쉼터,종암동
간이운동장,종암2동 마을마당,종암동
간이운동장,풍납2동 체육시설,풍납1동
간이운동장,증산2교 좌안상류 간이운동장,북가좌제1동
간이운동장,장위2동 감나무쉼터,장위제1동
간이운동장,가양2단지 성지,염창동
간이운동장,모현2호공원,종로1·2·3·4가동
체육관,면목2동체육관,면목제2동
간이운동장,망원2동체육시설,망원제1동
간이운동장,반포2동주민센터,반포본동
간이운동장,방배2동주민센터,서초3동
간이운동장,서초2동주민센터,서초1동
간이운동장,양재2동주민센터,양재1동
간이운동장,상계2동마을숲마당,상계1동
간이운동장,창2동 소공원,창제1동
간이운동장,창2동 마을마당,창제1동
간이운동장,[20]I-PARK(109동) 앞,개봉제1동
간이운동장,방화 2-1단지,공항동
간이운동장,[21]철산2교 우측,개봉제1동
간이운동장,방화 2-2단지(그린),공항동
간이운동장,22호근린공원,서원동
간이운동장,[22]철산2교 좌측,개봉제1동
간이운동장,영등2공원(영등2차2호),종로1·2·3·4가동
간이운동장,어양2공원(영등2차5호),종로1·2·3·4가동
간이운동장,[23]개봉교하부,개봉제1동
간이운동장,영동2교~영동3교_남단,개포1동
간이운동장,영동2교~영동3교_북단,도곡1동
간이운동장,[24]인라인스케이트장 우측,개봉제1동
간이운동장,[25]인라인스케이트장 좌측(지압코스 내부),개봉제1동
간이운동장,[26]개명교 좌측,개봉제1동
간이운동장,[27]고척동 삼환로즈빌 앞 보도,고척제1동
간이운동장,[28]오류역광장,오류1동
간이운동장,[29]궁동 조광빌라 뒤,수궁동
간이운동장,홍제 3교 좌안 하류 간이운동장,홍제제1동
간이운동장,배산택지 공원(3호공원),혜화동
간이운동장,가양강변 3단지,염창동
간이운동장,등촌주공 3단지,등촌제1동
간이운동장,마곡수명산파크 3단지,발산제1동
간이운동장,코오롱오투빌3차,등촌제1동
간이운동장,근린공원3호,세곡동
간이운동장,염창동아3차,염창동
간이운동장,염창우성3차,염창동
간이운동장,네이처힐3단지,양재1동
간이운동장,신반포3차앞 체련시설,반포본동
간이운동장,홍제3교 좌안 상류 간이운동장,홍제제1동
간이운동장,방학3동 원당 마을마당,방학제1동
간이운동장,증산3교 좌안 간이운동장,북가좌제1동
간이운동장,방학3동 가로공원,방학제1동
간이운동장,방학3동 마을마당,방학제1동
간이운동장,장위3동 마을마당,장위제1동
간이운동장,정릉3동 마을마당,정릉제1동
간이운동장,영동3교_남단,개포1동
간이운동장,영등3차공원,종로1·2·3·4가동
간이운동장,반포3동주민센터,잠원동
간이운동장,방배3동주민센터,서초3동
간이운동장,서초3동주민센터,서초1동
간이운동장,홍제3교우안하류 간이운동장,홍은제1동
간이운동장,창3동 소공원,창제1동
간이운동장,창3동 마을마당,창제1동
간이운동장,영등3공원(영등2차4호),종로1·2·3·4가동
간이운동장,방배3차e편한세상,서초3동
간이운동장,마곡수명산파크 4단지,발산제1동
간이운동장,근린공원4호,세곡동
간이운동장,네이처힐4단지,양재1동
간이운동장,신반포4지구,잠원동
간이운동장,쌍문4동 마을마당,쌍문제1동
간이운동장,정릉4동 마을마당,정릉제1동
간이운동장,가양4단지,염창동
간이운동장,반포4동주민센터,반포본동
간이운동장,방배4동주민센터,서초3동
간이운동장,서초4동주민센터,서초1동
간이운동장,선릉 스포플렉스(421),대치1동
간이운동장,도곡동 426-9(로덴하우스)소공원,도곡1동
간이운동장,내곡동 46,내곡동
간이운동장,등촌주공 5단지,등촌제1동
간이운동장,마곡수명산파크 5단지,발산제1동
간이운동장,근린공원5호,세곡동
간이운동장,네이처힐5단지,양재1동
간이운동장,영동5교_북단,대치1동
간이운동장,가양5단지,염창동
간이운동장,창5동 마을마당,창제1동
간이운동장,창5동 마을마당,창제1동
수영장,50+남부캠퍼스수영장,오류2동
간이운동장,종암5-1,종암동
간이운동장,종암5-2,종암동
간이운동장,대치교~영동6교_남단,대치1동
간이운동장,역삼동개나리6차아파트 소공원,역삼1동
간이운동장,근린공원6호,세곡동
간이운동장,네이처힐6단지,양재1동
간이운동장,잠실6동 체육시설,잠실4동
간이운동장,방화6단지,공항동
간이운동장,종암6구역,종암동
간이운동장,가양주공 7단지,염창동
간이운동장,마곡수명산파크 7단지,발산제1동
간이운동장,근린공원7호,세곡동
간이운동장,잠실7동 체육시설,잠실본동
간이운동장,역삼동 716-5(SK뷰) 소공원,역삼1동
간이운동장,등촌주공 8단지,등촌제1동
간이운동장,길음8-1,길음제1동
간이운동장,길음8-2,길음제1동
간이운동장,등촌주공 9단지,등촌제1동
간이운동장,방화9단지,공항동
간이운동장,가양 9-1 단지,염창동
간이운동장,가양 9-2단지,염창동
간이운동장,배구장 A,구로제1동
간이운동장,안양천 족구장 A,구로제1동
간이운동장,안양천 A구장,구로제1동
간이운동장,농구장(A구장),구로제1동
간이운동장,중랑천제방 삼성A101동앞,방학제1동
간이운동장,중랑천 서원A 105동 밑,도봉제1동
간이운동장,우이천 태영A105 밑,창제1동
간이운동장,중랑천제방 삼성A 111동 앞,방학제1동
간이운동장,중랑천제방 서원A116동옆,도봉제1동
간이운동장,중랑천제방 현대A 206동 앞,방학제1동
간이운동장,안양천 족구장 B,구로제1동
간이운동장,안양천 B구장,구로제1동
간이운동장,안양천 족구장 C,구로제1동
간이운동장,안양천 C구장,신도림동
간이운동장,농구장(C구장),신도림동
간이운동장,안양천 족구장 D,신수동
간이운동장,등촌대림e편한세상,등촌제1동
간이운동장,서을교대e편한세상,서초1동
간이운동장,서리풀e편항세상,서초3동
간이운동장,방배e편한세상,서초3동
간이운동장,현대ESA,서초1동
간이운동장,ESA2차,서초1동
간이운동장,KT앞 둔치,양재1동
간이운동장,SK뷰,반포본동
어린이공원,학동공원,논현1동
어린이공원,신사은행나무공원,신사제1동
어린이공원,신사목련공원,신사동
어린이공원,신사개나리공원,신사제1동
어린이공원,압구정목련공원,신사동
어린이공원,압구정은행나무공원,신사동
어린이공원,삼성목련공원,청담동
어린이공원,삼성까치공원,삼성1동
어린이공원,청담은행나무공원,청담동
어린이공원,청담목련공원,청담동
어린이공원,도곡까치공원,도곡1동
어린이공원,역삼장미공원,역삼1동
어린이공원,역삼까치공원,서초1동
어린이공원,역삼무궁화공원,역삼1동
어린이공원,역삼개나리공원,역삼1동
어린이공원,역삼소나무공원,서초1동
어린이공원,대치목련공원,대치1동
어린이공원,대치까치공원,대치1동
어린이공원,대치은행나무공원,대치1동
어린이공원,개포까치공원,개포1동
어린이공원,개포공원,개포1동
어린이공원,개포개나리공원,개포1동
어린이공원,개포은행나무공원,개포1동
어린이공원,개포목련공원,양재1동
어린이공원,일원은행나무공원,대치1동
근린공원,길섶근린공원,역삼1동
근린공원,매봉근린공원,도곡1동
근린공원,봉은근린공원,역삼1동
근린공원,배꽃근린공원,논현1동
근린공원,샘터근린공원,삼성1동
근린공원,새뜰근린공원,역삼1동
근린공원,수서택지개발(광평부근),일원본동
근린공원,세곡공원,세곡동
근린공원,광평공원,개포2동
근린공원,압구정 428,신사동
역사공원,봉은역사공원,삼성1동
문화공원,역삼문화공원,역삼1동
소공원,다솜소공원,역삼1동
소공원,도곡단비소공원,도곡1동
소공원,도곡동 426-9(로덴하우스)소공원,도곡1동
소공원,역삼나들이소공원,역삼1동
어린이공원,논현까치공원,반포본동
어린이공원,논현목련공원,잠원동
어린이공원,논현은행나무공원,잠원동
어린이공원,논현개나리공원,논현1동
어린이공원,논현무궁화공원,반포본동
어린이공원,논현소나무공원,논현1동
근린공원,대청근린공원,개포2동
근린공원,늘푸른근린공원,개포2동
근린공원,개포서근린공원,개포1동
근린공원,개포동근린공원,대치1동
근린공원,대치근린공원,대치1동
근린공원,늘벗근린공원,도곡1동
근린공원,독골근린공원,도곡1동
근린공원,포이근린공원,양재1동
근린공원,청룡근린공원,도곡1동
근린공원,배밭근린공원,도곡1동
근린공원,학여울근린공원,대치1동
근린공원,청수근린공원,청담동
근린공원,청담근린공원,논현1동
근린공원,한티근린공원,대치1동
근린공원,개포근린공원,개포1동
근린공원,달터근린공원,도곡1동
근린공원,대진근린공원,개포1동
근린공원,한솔근린공원,개포1동
근린공원,학동근린공원,논현1동
근린공원,삼성은행나무근린공원,논현1동
근린공원,갈매기근린공원,신사동
근린공원,도성근린공원,역삼1동
근린공원,송운근린공원,역삼1동
근린공원,언주근린공원,역삼1동
근린공원,도산근린공원,신사제1동
어린이공원,일원개나리공원,개포1동
어린이공원,일원느티나무공원,개포1동
어린이공원,일원소나무공원,개포1동
어린이공원,일원진달래공원,개포1동
어린이공원,수서은행나무공원,일원본동
어린이공원,수서목련공원,일원본동
어린이공원,수서개나리공원,일원본동
어린이공원,아래반고개공원,세곡동
어린이공원,윗반고개공원,세곡동
어린이공원,못골공원,세곡동
어린이공원,윗방죽마을공원,세곡동
어린이공원,세곡천공원,세곡동
어린이공원,대왕공원,세곡동
근린공원,근린공원1호,세곡동
근린공원,근린공원3호,세곡동
근린공원,근린공원4호,세곡동
근린공원,근린공원5호,세곡동
근린공원,근린공원6호,세곡동
근린공원,근린공원7호,세곡동
수변공원,수변공원1호,세곡동
수변공원,수변공원2호,세곡동
소공원,쉼표소공원,세곡동
어린이공원,일원목련공원,개포2동
어린이공원,궁마을공원,일원본동
어린이공원,예지공원,대치1동
어린이공원,한마음공원,대치1동
어린이공원,일원장미공원,개포1동
근린공원,명일공원,강일동
근린공원,신사근린공원,신사동
어린이공원,명우공원,명일제1동
어린이공원,혜림공원,천호제1동
어린이공원,성안공원,성내제1동
어린이공원,선린공원,성내제1동
어린이공원,보람공원,성내제1동
어린이공원,안말공원,성내제1동
어린이공원,방  죽,망우본동
근린공원,샘터공원,고덕제1동
근린공원,방죽공원,고덕제1동
근린공원,동명공원,고덕제1동
근린공원,상일공원,강일동
어린이공원,방아다리공원,명일제1동
어린이공원,둔촌공원,둔촌제1동
소공원,암사동공원,암사제1동
근린공원,솜다래공원,암사제1동
어린이공원,천일공원,천호제1동
어린이공원,당말공원,천호제1동
어린이공원,다솜공원,강일동
어린이공원,꽃보라공원,강일동
어린이공원,윤슬공원,강일동
어린이공원,꿈터공원,강일동
어린이공원,나루공원,천호제1동
근린공원,강일공원,강일동
근린공원,벌말공원,강일동
어린이공원,암사공원,암사제1동
근린공원,강덕공원,강일동
근린공원,능골공원,강일동
어린이공원,구름공원,강일동
어린이공원,고명공원,명일제1동
근린공원,일자산공원,둔촌제1동
근린공원,원터공원,명일제1동
근린공원,송림공원,고덕제1동
근린공원,까치공원,고덕제1동
근린공원,두레공원,고덕제1동
근린공원,동자공원,고덕제1동
어린이공원,샛별공원,성내제1동
어린이공원,달님공원,길동
어린이공원,무궁화공원,길동
어린이공원,희망공원,길동
어린이공원,성심공원,길동
어린이공원,샘물공원,명일제1동
어린이공원,염주골공원,명일제1동
어린이공원,성내천공원,성내제1동
어린이공원,새장터공원,암사제1동
어린이공원,광나루공원,암사제1동
어린이공원,볕우물공원,암사제1동
어린이공원,구암공원,암사제1동
어린이공원,선사공원,암사제1동
근린공원,신내어울공원,신내1동
역사공원,방이동고분,방이1동
역사공원,백제초기적석총,석촌동
기타,성내천,오금동
기타,올림픽공원,방이1동
기타,탄천,삼전동
어린이공원,두레어린이공원,마천1동
어린이공원,종달새,화곡제1동
어린이공원,벽오산,삼양동
어린이공원,미아도심소,삼양동
어린이공원,오 패,삼양동
어린이공원,한 빛,삼양동
어린이공원,운 산,삼양동
어린이공원,솔 샘,삼양동
어린이공원,으 뜸,삼양동
어린이공원,세 일,삼양동
어린이공원,응달마을,삼양동
소공원,미래,삼양동
소공원,폭포,삼양동
소공원,꼭지,삼양동
어린이공원,테두리,삼양동
어린이공원,고갯마루,삼양동
어린이공원,미 아,삼양동
소공원,강북6구역,삼양동
어린이공원,번 남,번1동
어린이공원,논 골,번1동
어린이공원,샛 강,번1동
근린공원,오동근린공원,번1동
어린이공원,청 암,삼양동
어린이공원,흰구름,수유1동
어린이공원,희 망,수유1동
어린이공원,은모루,수유1동
어린이공원,소 귀,수유1동
어린이공원,상산,수유1동
소공원,흰구름,수유1동
어린이공원,보등골,수유1동
어린이공원,수유일공원,수유1동
어린이공원,푸 른,수유1동
어린이공원,무너미,수유1동
어린이공원,빨래골,수유1동
어린이공원,장미원,수유1동
근린공원,솔밭근린공원,우이동
어린이공원,버들,화곡제1동
어린이공원,오 현,번1동
어린이공원,능골,화곡제1동
어린이공원,코끼리,등촌제1동
어린이공원,구름,화곡제1동
어린이공원,볏골,화곡제1동
어린이공원,노을,화곡제1동
어린이공원,까치산,화곡제1동
어린이공원,비둘기,화곡제1동
어린이공원,큰별,화곡제1동
어린이공원,꿈돌이,화곡제1동
어린이공원,소나무,화곡제1동
어린이공원,산새,화곡제1동
어린이공원,박장,화곡제1동
어린이공원,참새,화곡제1동
어린이공원,한글,화곡제1동
어린이공원,효심,화곡제1동
어린이공원,필마,화곡제1동
어린이공원,다운,화곡제1동
어린이공원,호돌이,화곡제1동
어린이공원,곰돌이,화곡제1동
어린이공원,골말,화곡제1동
어린이공원,뜸부기,화곡제1동
어린이공원,하마터,화곡제1동
어린이공원,바탕골,화곡제1동
어린이공원,미리내,화곡제1동
어린이공원,수명산,화곡제1동
어린이공원,대원,화곡제1동
어린이공원,천사,화곡제1동
어린이공원,두레,화곡제1동
어린이공원,달빛,화곡제1동
어린이공원,무지개,화곡제1동
어린이공원,새벗,등촌제1동
근린공원,구암,염창동
근린공원,황금내,염창동
근린공원,원당,등촌제1동
근린공원,등촌,등촌제1동
근린공원,서낭당,등촌제1동
근린공원,방화,공항동
근린공원,옹기골,공항동
근린공원,매화,등촌제1동
근린공원,까치산,화곡제1동
근린공원,수명산,발산제1동
근린공원,발산,발산제1동
근린공원,서울식물원,가양제1동
근린공원,마곡나루,공항동
근린공원,마곡하늬,공항동
어린이공원,이수,염창동
어린이공원,백합,염창동
어린이공원,아리수,염창동
어린이공원,등서,등촌제1동
어린이공원,백석,등촌제1동
어린이공원,등마루,등촌제1동
어린이공원,도림,등촌제1동
어린이공원,능안,등촌제1동
어린이공원,한마음,등촌제1동
어린이공원,새나라,등촌제1동
어린이공원,백합,등촌제1동
어린이공원,채송화,등촌제1동
어린이공원,푸르매,등촌제1동
근린공원,신천어린이교통,잠실4동
근린공원,우장,화곡제1동
근린공원,궁산,염창동
근린공원,염창,염창동
근린공원,꿩고개,공항동
근린공원,봉제산,화곡제1동
근린공원,등마루,화곡제1동
근린공원,공암나루,염창동
어린이공원,모슬,거여1동
어린이공원,몽촌,방이1동
어린이공원,무궁화,가락본동
어린이공원,문현,문정2동
어린이공원,반딧불,문정1동
어린이공원,방잇골,방이1동
어린이공원,방죽,가락본동
